label,text_a
1,#昆航动态#2010年11月6日，在昆明市创业投资引导基金推介暨颁奖晚宴上，昆明航空有限公司董事长王清民（图中左五）从昆明市委常委、副市长刘光溪手上接过#2010泛亚地区最具投资潜质十强企业#证书和奖杯。[鼓掌] 昆明航空成为500多家报名企业中唯一一家获奖的航空企业。[礼花] http://sinaurl.cn/h4QFmF
1,#舌尖上的河北#吃到了勒泰这边的石头饼，口味一般，味道有点淡。搞不懂为啥要叫石头饼呢？你知道哪家石头饼好吃吗？[抱抱]
1,玉立婷婷，美好心情！@孙烨  幸福人生！生日快乐！[玫瑰][玫瑰][玫瑰][爱你][爱你][爱你][蛋糕][蛋糕][蛋糕]
1,?[哈哈] //@梦想家陆子矜:说的对
1,回复@奔跑的大儿童:呵呵，那到时一定要报名啊！[嘻嘻] //@奔跑的大儿童:我想去。。。
1,#读老舍#终于快到周末了[泪]多么美好的两个字啊！不知道有没有在为年会节目等苦恼的观众？分享一篇《科学救命》，安慰一下。[嘻嘻]
1,随手拍 放大看 生活处处有惊喜 运营商就别捂着啦 Iphone 5 来了！[嘻嘻][围观]
1,高级白 //@英足总:哇~~~//@ARS陈佳: 我的智商是硬伤。//@大笨蛋小蝎子静下心来写论文:有机会我也要玩一玩!大家一起玩[亲亲]@每天默念我是胖子一千遍 @清墩小梅鱼 @贝特米 @隐隐傻傻要闯遍天涯 看懂了伐[偷笑]//@news恋久: 看了评论才看懂....
1,【#非常了得#美女不做猎头当红娘】[围观] 女嘉宾自我介绍说：“我以前是做猎头的，但发现找人越来越难，而且跳槽是一件很没有幸福感的事，所以就做起了红娘。”红娘还现场给选手做起了媒，无奈选手“@郭德纲 和@孟非 的结合体”的要求实在太高[嘻嘻] 只得罢了。http://t.cn/zQGGyOL
1,[嘻嘻]太好玩了！测试出来，我和@张智霖 的相似度是71%，大家觉得像吗？你像哪个明星呢？快来测测#明星相#吧： http://sinaurl.cn/h5At0G 妈呀！！！！我不评论了~~~大家懂的~~~
1,@草下凡人 [哈哈]
1,回复@hiroto93:没有啊！而且举办音乐会的时候有可能需要做工作[泪] //@hiroto93:话说回来叔叔的演出会有视频吗？？[可爱]
1,还在老挝么？佛教国家会让你感到一种难得的心灵安定，这种安定感是弥漫在空气中的，上次在吴哥，和一位僧侣用英文聊佛法，很长见识，当时就想不走了[嘻嘻]
1,#小西驾到#真心喜欢这张照片，看一次笑一次，太可爱了！[哈哈]
1,//@豆腐一鱼: 今晚！#明星fm# 守候#尚雯婕# [爱你] //@李小娜DN:[来]
1,看看我在干嘛？自己摸成大花脸了，睫毛都被烧了。 [哈哈]
1,创意无所不在 //@hktraveller: [哈哈]
1,回复@manic要淡定:欢迎欢迎啊！感谢来支持金小帅[太开心]#签到有礼#积分0.5 //@manic要淡定:啊啊啊  晚了好几天[泪]  从今天开始早晚安吧！[许愿]
1,[鼓掌] //@朱皓毅: 原来蔡总是首发[嘻嘻]
1,哈哈哈哈，这句话实在是太经典啦！！@茉茉宝贝儿 //@MegWu吴湘玲: 哈哈哈[嘻嘻]有道理的啦
1,亲，好吃就经常来尝尝西江的美味吧[亲亲]
1,@嘟jean 恭喜你家林峰，好靓仔呀[哈哈]
1,[哈哈][哈哈]@郭昱媛Wendy
1,好喜欢@向京 老师的#亲爱的小孩#在@CIGE 上也看到了[可爱]
1,回复@洪毅7027:我这角嫩的老身体，经不起折腾啦。[哈哈][哈哈][哈哈] //@洪毅7027:回覆@zivzhang:不行，必须去 //@洪毅7027:老?，周，咱??趟上海吧！@韩雪knight @赵洲JJ。先吃再玩儿 //@打了鸡血的白蝎子:听说你行[哈哈] //@超级DuDu: 同志们觉得我行吗？[哈哈][哈哈][哈哈]
1,听说 男人都喜欢 苗条 眼大 腰细 腿长……[哈哈]
1,//@上海广告媒体圈: 回复@别笑严肃点儿:[围观] //@别笑严肃点儿:@上海广告媒体圈 @广西广告媒体圈 壮哉！ //@每日高清电影:这里的视频太享受了！[太开心]喜欢你的视频，[鼓掌]每天必看[亲亲]
1,@大董意境菜研发徐勃 [鼓掌]
1,谢谢莫莫 //@莫莫6290://@小冷6699:[鼓掌]
1,我就怕你戴会小，刚刚好我就放心啦...美美的过年吧...蜜蜜小姐新年快乐思密达...[哈哈][哈哈][哈哈][爱你][亲亲][亲亲][亲亲]...
1,[偷笑]//@欧美二线品牌: [哈哈][哈哈]//@逍遥兽:人生哪容你卖萌？发懵有时，傻逼有时，全靠彼此大嘴巴抽醒！
1,早晨同事在屋里听歌，放了一首《千里之外》，有一句歌词是“一生有李白”[嘻嘻]。然后我就想，什么情况下能“一生有李白”呢？我分析，应该具备以下条件：⒈跟李白住得很近或是住一起；⒉比李白小或是跟李白同时出生；⒊比李白死得早或是同时去世。具备以上三个条件的人才能“一生有李白”[鼓掌]
1,[哈哈]//@太空闪光: 南方的同胞联合起来，提案：我要暖气！起床靠毅力，洗澡靠勇气的转！
1,能遇到什么大好事呢，好期待啊[太开心]//@写-写: 能不长高么，能瘦么。。。[失望]
1,//@韩凯云: 回复@巨蟹座-小?:[嘻嘻]嗯呢??也适合我们做后期的??你懂的??[偷笑] //@巨蟹座-小?:回复@韩凯云:嗯嗯……解压神马的最适合考试周了[爱你] //@韩凯云:回复@巨蟹座-小?:[笑哈哈]是啊? //@巨蟹座-小?:完美释放是你们的新节目么？ //@韩凯云:[偷笑]害羞啦？?
1,幸运曲奇真的带来好运了，活动抽奖居然被抽中啦[哈哈] @余久久 @ssam北京 @锦食送-JinShiSong
1,10月23日，北京市文物局2013年信息、微博工作人员培训暨2012年工作总结会在大觉寺举行。@老舍纪念馆微博 和@首都博物馆的文化表情 获评2012年度微博先进单位。[鼓掌]主页君也被评为先进个人啦～[嘻嘻]哈哈哈谢谢大家，谢谢CCT……咳，感谢大家关注～谢谢大家对我馆工作的支持！
1,真心舒服开怀[爱你][爱你]
1,我是一个有情怀的龙猫[哈哈] //@Hikerell的黑帽子:@龙猫
1,好 //@镭老:好看。//@北京鸭脖: 这比获诺贝尔文学奖的好看[鼓掌] //@张晓鹏jonathan:好看//@梁小猪的快乐生活: 今晚又看了个长篇，不让人睡觉了！
1,继续替班@环球旅行家 ，朋友们还在吗？[太开心]
1,没参加表示遗憾。我要这胸章，keep one for me[可爱]  //@瘦胡_sOULkITCHEN:这次活动很好，特别是下午的安排。
1,回复@Dimple在凤凰新媒体:那我们强烈要求请大家吃顿好的了[哈哈]@Ciky的角落 @琦怪奇 @RukMaiMeeWantay_K //@Dimple在凤凰新媒体:宁生苦短要及时行乐，钱乃生外之物生不带来死不带去，想花就花呗[偷笑] //@mendy静静:[赞]，钞票是侬多呀[偷笑]，嗲是嗲额[给力][鼓掌]
1,又到了小酌时间，小萌的芝华士18，梦梦的MARTINI，MARTINI加冰块连口感都变不少[可爱][哈哈][可爱]
1,用自己包的粽子祝大家端午节快乐！虽然卖相一般，味道可是很不错滴~有甜粽也有咸粽[嘻嘻]
1,[哈哈][哈哈][哈哈] //@韩军立:[哈哈]
1,高清，大家收图啦~ //@端木妙子: 大家都笑的好开心啊~[嘻嘻][鼓掌][太开心][心]//@X-Space: @CocoCheong @令照_fiveshine @端木妙子 @双鱼座的KIKI @BiMBA-Freddy @朗润Anson @北岸Northland @三个三个 @夏夏_BiMB
1,@merlinpku [嘻嘻][太阳]//@下午茶2599:远离消极的人！
1,转 //@yigewa: [鼓掌]//@求助社会关注中风偏瘫弱势人群: //@新言艳语: [鼓掌]
1,谢谢艳平带来的最新消息，“爱佑童心”项目再添一加定点医院――广东省人民医院！[鼓掌][赞]广东及周边的先天性心脏病患儿可以去广东省人民医院申请爱佑的资助！[兔子]
1,[偷笑] //@蔡卓妍:哈哈哈哈..[哈哈]
1,培哥 我在上班好哇[泪]//@陪陪无人陪: 哈哈哈。。。不说自己出去玩了多少时间[嘻嘻] //@球球V发胖:[挖鼻屎]光想旅游 不想工作 拖出去喂鸟
1,[阳光]梦想经常会变成挑战，而我们正是因为挑战而活。Hi，粉粉们，这一周，你的挑战是什么？[嘻嘻]
1,#睡前一笑# 回家过年如果有人问起，你怎么变胖了，你就说忘了。不要解释，越解释越悲伤。。。[哈哈]新年的脚步越来越近啦！不过大年三十晚《超级笑星大拜年》带来的欢笑年夜饭吃了可不会变胖哟~很晚啦~大家早些休息！明天还要上班哟~[嘻嘻]晚安！
1,回复@牛奶小姐vera:[可爱]谢谢 //@牛奶小姐vera:回复 @凌一凡:所以啊，何必纠结，看清真相就好，日子还要继续，开心点！[太开心] //@凌一凡:回复@春天的大西瓜:你说对啦。我很受伤！ //@春天的大西瓜:说到底还不是因为你自己在乎 往心里去了么 //@凌一凡:回复@彭钰涵XCAR:谢谢啦~
1,[爱你] 院子永远是你的家~
1,很有娱乐精神[嘻嘻]
1,回复@拍客老李:[偷乐]得捂上嘴…… //@拍客老李:[嘻嘻] //@俺叫老鬼:哈哈哈哈哈哈哈……牙又掉啦！[哈哈][可爱]
1,呵呵，情理之中意料之外[可爱] //@海阳:他就是右边的这个男人[飞机] //@胡淑芬:众人皆在嘲笑他时，一艘飞船翩然而至。
1,华丽丽闪瞎眼啊！[爱你]
1,[鼓掌]  //@金朝顺:帅哥美女如云~恭喜开课！@魏英俊 @solonso  //@洪璐葫芦:恭喜了！//@昆晏:转发微博
1,[发礼物] //@rainhot666:@rainhot666；【@rainhot666；[鼓掌][鼓掌][酷][good]精彩的人生！[鼓掌][给力][围观][威武]】
1,"蛮好看的，适合@北方的纳努克 //@大Da门: 好看实用//@糖果x猫猫:亲友们顺手顺角帮转一下噢[可爱] 谢谢//@糖果x猫猫:连接在这里噢^_^，规格是经过反复改良后修正的。会更适合配搭和男或女士佩戴。 //@soyabean毛豆:More about the details , please click : http://t.cn/zldIEaM"
1,回复@无趣的兔吉拉:8:00就开门了[哈哈][哈哈] //@无趣的兔吉拉:老板，不好意思打扰一下，咱们明天营业吗？几点开始啊？想带老爸老妈去吃煎饼～多谢啦～
1,妹子们还是找个读计算机或者信息安全的男朋友吧…//@HorseLuke:原来这话可以这样用啊我顿悟了[花心] //@职业欠钱:[衰]＂我真没用，居然让你问出这样的问题＂ //@HorseLuke:你直接温柔地抱着妹子说“有我在没事的亲爱的”就行了不用其它解释了[哈哈]
1,汤老师辛苦[哈哈]
1,众亲 春暖花开 你可以带TA满足下美胃了哈[吃货][吃货][太开心][鼓掌]青年餐厅超值团购来袭！已售万余份[噢耶][真V5]价值100元现金券―仅售78元！[江南style][太开心]//@青年餐厅: 这个真的可以有！！[吃货][江南style][带感][吃货]
1,【云爱情】5月22日，武汉纺织大学阳光校区圆形舞池广场上，化工学院大四学生马卫和服装学院大四学生黄小茹，在500多人的围观下宣布完婚。他们左手拿着毕业证右手拿着结婚证。校园恋情修成正果实属不易啊，小亭希望这个毕业季有更多的恋情开花结果！[鼓掌]
1,一起来顶他![太开心]沙发啊
1,世界上知名度最高的照片和它的摄影师 Chuck O’Rear――这张照片是不是觉得很熟悉呢？是不是越看越觉得亲切呢？ [哈哈]
1,在杭州感受新能源出租车，中途换电池[哈哈]低炭出行，杭州给力[赞]，就是续航能力稍微弱了点
1,留着当胎教 //@全球热门伤不起:超能锻炼思维的优秀电影，存了慢慢看。[嘻嘻]
1,嗯。//@经典丶私房菜:爱原本就是一种习惯~[爱你]  @教您做睿智女人
1,贾老师这是有闲有艺有情趣[花心]//@李败山:老贾勤快人~俺是耐不住这个烦滴[哈哈]
1,啊哈哈哈，?啦！[哈哈]
1,期待[哈哈] //@刚峰看世界:[哈哈]//@韶关旅游:#中华旅游名博丹霞行#明天下午将前往南华寺，小编也一起同往哦~[威武]
1,[哈哈]//@明明是小虎: 好滴狠，这期微博故事来啦。@烂泥南 @小丽贝尔 @杨晓青Travel @冰糖杨梅
1,感谢亲爱滴转发[爱你]
1,回复@动力VS火锅:[哈哈]回去给你捎俩儿！ //@动力VS火锅:面馅的[转发]
1,嘿嘿 @super天儿 统一战线！！！[挤眼][害羞] @杨惠yu 要不要加入呀 ??//@七块板儿: 行！你就介样儿阿！[右哼哼][左哼哼] //@快板-赵丹丹:哈哈 ~~师父你现在好幸福呀~~~[偷笑][太开心] //@七块板儿: 唉。。。徒弟阿快救救我吧！[委屈][可怜] //@快板-赵丹丹:师父咱这是肿么啦？？哈哈[哈哈]
1,呵呵，[赞][赞][赞] //@豆豆听胡爷说故事:我该申请小号啦[嘻嘻] //@蒋小婷消停:[汗]都快成广告专业户了。 //@豆豆听胡爷说故事:@_夏云裳_ @新浪河北玩乐购 @素颜出门不怕晒 @冒失鬼小璐 @?德子 @紫墨轩老崔 @Sugar?吃糖 @蒋小婷消停 宣传吧
1,[哈哈] //@卢勇教授:又创造了一个一夜暴富的神话！[红包拿来]
1,[嘻嘻]我一做喷绘的哥们儿就在玩儿这，，，
1,@跑步心情 @跑步指南 适合夜跑的人们！[嘻嘻]
1,#天天向上#五周年：哇！你应该是第一个收到@李欣频 的书籍的观众吧！[鼓掌]不知乐橙们的情书和签名照收到没有？[思考]在此，祝你如获珍宝，创意无限，好运常在！[爱你]加入我们的#天天读书会#来和小伙伴们进行#阅读交换#吧！一起好好学习，天天向上！[心]
1,[moc转发][鼓掌]
1,过了//@新梦回大唐: 唱支山歌给当听[哈哈]
1,#龙门镖局#天黑了，当家的喊你回家吃饭啦！[嘻嘻][嘻嘻] [偷笑] 大家周末快乐！[笑哈哈]
1,和大美妞@ginny砚 及她家Mr.Right一起看了《神探亨特张》，看完心里好难受啊，这个社会病太久了，@绿妖绿妖 看到你了，公车上倏忽而过、还有在老周的身后，bless你们俩[可爱]；@读库 的老六演得太好了，好男银啊，祝愿票房业绩使库房之痛风轻云淡……
1,一如即往体现了水瓶的无情啊[嘻嘻]//@麦兜吉吉:牛 //@当时我就泪奔了:你敢测么？[偷笑]
1,所谓的一鸣惊人么？[哈哈]
1,Team集体旷工，一起去郊游耶[爱你]向大觉寺出发喽[哈哈]
1,原来是这个原因！哈哈恭喜～！现在X子中心也联系好了，你可以安心了！[哈哈]FOUR~你懂的～！  //@汤小雯Lareina:祝小媳妇和小小马感情长长久久，婚姻历久弥新！
1,那年与老虎妈坐一起看球，现在又见到了＂新贵＂啦！[哈哈][哈哈]
1,回复@停转的牧马:I was! But dat coffee!!!! [哈哈]//@停转的牧马:you look so tired[困]
1,最炫民族风格[哈哈]@lp木子目分
1,周末来与家人一起度个时下流行的staycation吧[鼓掌]
1,#haollee烘焙课堂作品# 今天出炉的纯手工健康吐司~[抱抱] 淳朴的味道是不是更诱人？~[挤眼]
1,这个点儿还在纠结是看呢是看呢还是看重播呢---很浓重的伦敦音，奥运[偷笑][抓狂][嘻嘻][哈哈][爱你][酷][睡觉][睡觉][睡觉][睡觉][睡觉][睡觉]
1,春节后请杨老师指导工作[威武] //@沣之道杨铁锋: 回复@热点红姨:餐饮软件，赢的是创意。热点总是走在前面，给餐饮人上课。学习了！ //@热点红姨:谢谢杨老师[握手] //@沣之道杨铁锋:干得漂亮！赞一个！  //@热点联盟:欢迎围观，更多精彩陆续呈现[给力][围观][威武][爱你]@舌尖上的北京_杨光
1,去看大学同窗主演的话剧<<钢的琴＞＞，路上堵，路逞遥远，可爱的车车们，快给让条道吧。。也祝福晓冬今晚的北京首演成功。[鼓掌]@郭晓冬
1,//@北京出版人沙龙：//@香炉夜染衣：[哈哈] //@80后大男生：见一次转一次！//@都市时报：转发微博。
1,@主持人少枫 辛苦了！@心迪舞蹈会所 我和少枫，感谢朋友们的支持与帮助！我们的瑜伽老师@Lisa_双鱼妹 你很棒！@????小胖 @seven7淇 @Kathy静 张雯[爱你][爱你][爱你]
1,回复@米其林大厨-西安:马来人 我收他做徒弟不知道国家有相关政策没有 //@米其林大厨-西安:收徒哇，几时喝拜师酒!不如带来开封如何？[嘻嘻][嘻嘻][嘻嘻]
1,矮油~周日周日啦~咱们俩过个开心滴小周末~[爱你]
1,谢谢上得厅堂、下得厨房、卡得了ok、打得了高球的超级大美女睿睿！你的另一项大本领我就不在这公布啦[偷笑] //@JessicaR-:祝亲爱的大美女@王一涵 生日快乐！永远美丽，永远幸福。[爱你][爱你][蛋糕][干杯][礼物][亲亲]
1,嗨森嗨森[爱你] //@CC视频员工微博:再来一瓶都没中过的人表示被巧克力的甜美融化了~~~[发礼物]
1,#深玩美国#西雅图中央图书馆，库哈斯设计。这家伙也设计了咱们北京的那个大裤衩[哈哈]典型的“解构”建筑说白了就是设计突破了以往以“藏书”为中心的图书馆空间，而是为大家交流营造丰富的空间，10层有个观景处，往下看晕不晕就看你自己了[偷笑]@玩乐美国 @美国旅游玩乐汇
1,回复 @青青大白兔:直升机是通用航空的重要组成部分，但直升机的数量在通航飞机里的比例是不高的。 //@青青大白兔:回复 @通用航空李晨:我好像印像中是的 航展航演都很漂亮 问问[可爱] //@通用航空李晨:我也在！ //@周莹Maggie: HI.........byebye
1,。。。。。。我们互相爱。[哈哈][哈哈][哈哈]//@_AuM_:我没会不表示呢，昨天没来的急 今天特别请假来表示~！哈哈 爱你哦 亲爱的//@Yukii0_0i: 喇嘛，男人，有你们真幸福。哈哈//@邪精灵爱美食:@_AuM_ 你不表示一下？
1,[抱抱]宝宝真可爱~[亲一口]
1,杜小猫长大了耶！想要女朋友了[嘻嘻]
1,[嘻嘻]继续努力拍更好。
1,[鼓掌]@Susan苏小潘
1,//@盛放如莲1:[鼓掌]//@启韬资讯: 很美！
1,[哈哈][哈哈] //@小布:哎哟，我笑了
1,#ysl# YSL 鳄鱼轧纹. 迷你哦[鼓掌]。[阴险]3个。限量哦。9500[阴险]   微信abao289788
1,[给力][给力][礼物][礼物]//@云游四海keke0606: [哈哈][给力][好爱哦][好爱哦][哈哈]//@水墨婺源:[赞][哈哈][发红包][发红包]//@云游四海keke0606: 红包拿来[哈哈][发红包]//@篱上葱绿:王总，新春吉祥！//@水墨婺源:感谢新疆朋友的支持，祝博友们新春吉祥、快乐！//@中国新疆: 宜居之地！
1,影视圈的朋友猜猜这三位是谁？！哈哈……[哈哈][威武][围观]
1,??支持[嘻嘻] //@明月畅想:看到SWEET SPOT这么受欢迎 好开心[哈哈]
1,爽啊！[嘻嘻] @我想说真话- @魏大拿
1,[赞]]//@阿明叔叔://@复旦芮明杰:果然乎 //@苏大杨童://@时乐_shile_点心:转发!我发现我的笑点足够低!//@杨芮:变相的色情窝！//@广告主杂志程坤: //@方立松: 肯定要火 [哈哈]//@凌平:设计长江商学院LOGO的这家创意设计公司要火！
1,看着咋?聚会的照片，心里想着：我们亲耐的崔老师咋永远都那么年轻呢?这才是真正的不老妖姬呢。。[偷笑][爱你][亲亲]
1,磕着瓜子，吃着零食，吹着徐徐凉风，看看露天电影，夏天就要这样享受！[嘻嘻][微风]
1,[哈哈]说人话
1,三个小时的霍比特人，希望不要睡着#霍比特#[熊猫][哈哈]
1,曾经的领导们，就能证明这样的神迹，梦想常常能实现。[爱你] //@龙妈007:[怒]  //@于其多:疯了，搞不好了！我们一起哭丧吧[泪]  //@港台二哥: 酒店服务员当局长，25岁司机当副局长，[威武]
1,面粉进去，面条出来！//@三能器具:会擀面条略过[哈哈]，话说我仅仅会这个了吧[挖鼻屎] //@新桐33:[抓狂][抓狂][抓狂][抓狂][抓狂]
1,啊哈收齐了[鼓掌] //@圆圆olivia:哈谢谢支持，最喜欢哪个主题啊?
1,有娃之后吃饭都要提前问店里是否无烟，餐桌边是否能放下童车。去年今天知道有了可可，今天已经123天大了，而且不是外出就睡，而是全程欢乐的各种感兴趣，真幸福[爱你]
1,回复@miu了个mi的:哟，没看错吧，miu这么早就出现啦，快抓住???[嘻嘻] //@miu了个mi的:永远的90后
1,为了尊重非吸烟者的身体，我已戒烟到第四天了！吃饭时看到朋友@杭州丑丑 @天禄车队军锋 吸烟特纠结[可?]晚饭后特难受时泡壶好茶加锻炼腿部既然就舒畅了！大家谈谈戒烟的感受吧！[酷][?嘴][嘻嘻]
1,//@?璐: 再@我一遍 嘿嘿！计划去日本~工作定了就去！近期去看您[太开心]好！邀几个朋友一起去。
1,俺订的就是机+酒，还就是成功酒店的海上屋![哈哈] //@亚洲廉航网:推一下兰卡威，呵呵~
1,这话连起来就是北京头疼呗[哈哈]
1,哇塞，可爱哦！[爱你] //@丁娜丽:[宝贝姨妈好想你[抱抱] [爱你]
1,灰常开森～灰常感谢蘑菇先森[爱你]这几天找时间过去[嘻嘻]去光临你的梦//@MOGO咖啡:@jadeite--叶沐 @周小默Momo @午夜的阳光奇奇 恭喜以上得朋友幸运的获得咖啡杯转发活动的奖品！每人一个订制限量杯子！蘑菇会继续努力给大家带来惊喜！若要，购买此马克杯请私信！会员订制只需30
